provinsi,kota_kabupaten,kecamatan,kelurahan_desa,latitude,longitude,waktu_lokal,suhu_celcius,kelembapan_persen,curah_hujan_mm,kondisi_cuaca,kecepatan_angin_kmh,kategori_wilayah,label_banjir
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-01 06:00:00,26,80,0.0,Cerah,6.2,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-01 09:00:00,27,77,1.7,Hujan Ringan,9.2,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-01 12:00:00,30,78,1.7,Hujan Ringan,7.6,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-01 15:00:00,28,81,1.7,Hujan Ringan,2.7,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-01 18:00:00,26,80,0.0,Cerah,2.6,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-01 21:00:00,26,81,0.0,Cerah,0.4,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-02 00:00:00,25,82,0.0,Cerah,6.2,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-02 03:00:00,25,87,0.0,Cerah,7.3,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-02 06:00:00,26,80,0.0,Cerah,6.2,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-02 09:00:00,28,75,1.0,Cerah,6.2,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-02 12:00:00,27,80,1.0,Cerah,5.3,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-02 15:00:00,27,77,0.2,Cerah,5.3,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-02 18:00:00,26,82,0.2,Cerah,1.5,Sumba Timur - Kanatang,0
Nusa Tenggara Timur,Kupang,Amfoang Utara,Afoan,-9.5360499362,123.8110935697,2026-04-02 21:00:00,26,85,0.0,Cerah,1.5,Sumba Timur - Kanatang,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-03-31 17:00:00,24,97,0.0,Berawan,2.6,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-03-31 20:00:00,23,97,0.0,Berawan,1.4,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-03-31 23:00:00,22,98,0.0,Berawan,2.9,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-01 02:00:00,21,98,0.0,Berawan,4.7,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-01 05:00:00,21,99,0.0,Cerah,2.0,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-01 08:00:00,27,77,0.0,Cerah,4.6,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-01 11:00:00,28,75,5.6,Hujan Sedang,2.0,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-01 14:00:00,24,94,6.1,Hujan Sedang,3.7,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-01 17:00:00,23,97,4.0,Hujan Ringan,2.3,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-01 20:00:00,22,99,0.0,Berawan,0.6,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-01 23:00:00,22,98,0.0,Cerah Berawan,3.4,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-02 02:00:00,22,98,0.0,Berawan,5.6,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-02 05:00:00,21,98,0.0,Berawan,4.5,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-02 08:00:00,27,80,1.8,Hujan Ringan,4.5,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-02 11:00:00,28,73,1.8,Hujan Ringan,5.8,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-02 14:00:00,26,86,1.3,Hujan Ringan,5.8,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-02 17:00:00,24,98,1.3,Hujan Ringan,1.0,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-02 20:00:00,23,98,0.0,Berawan,1.0,Wonosobo - Kejajar,0
Jawa Tengah,Wonosobo,Wadaslintang,Kaligowong,-7.5904930008,109.7642701275,2026-04-02 23:00:00,22,99,0.0,Berawan,4.0,Wonosobo - Kejajar,0
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-03-31 17:00:00,25,91,1.7,Hujan Ringan,4.3,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-03-31 20:00:00,25,93,2.7,Hujan Ringan,9.0,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-03-31 23:00:00,25,93,0.0,Berawan,6.7,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-01 02:00:00,25,92,0.0,Cerah,5.0,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-01 05:00:00,25,92,0.0,Cerah Berawan,2.3,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-01 08:00:00,26,89,0.4,Cerah Berawan,7.4,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-01 11:00:00,28,80,0.1,Cerah Berawan,8.7,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-01 14:00:00,28,77,0.3,Berawan,2.5,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-01 17:00:00,28,80,0.0,Berawan,6.0,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-01 20:00:00,26,92,0.0,Berawan,6.6,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-01 23:00:00,26,92,0.0,Berawan,6.6,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-02 02:00:00,25,91,0.0,Berawan,8.5,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-02 05:00:00,25,93,0.1,Cerah,7.0,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-02 08:00:00,28,82,0.1,Cerah,7.0,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-02 11:00:00,30,73,0.1,Cerah Berawan,15.0,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-02 14:00:00,30,72,0.0,Cerah Berawan,15.0,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-02 17:00:00,29,79,0.0,Berawan,7.4,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-02 20:00:00,26,91,0.0,Berawan,7.4,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Seunuddon,Tanjong Pineung,5.1696557502,97.4319247477,2026-04-02 23:00:00,25,94,0.0,Berawan,7.7,Aceh Utara - Baktiya,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-03-31 17:00:00,26,89,2.6,Hujan Ringan,4.7,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-03-31 20:00:00,25,93,0.6,Berawan,4.7,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-03-31 23:00:00,24,93,0.0,Cerah Berawan,4.4,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-01 02:00:00,24,94,0.0,Cerah Berawan,4.8,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-01 05:00:00,24,94,0.1,Berawan,5.4,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-01 08:00:00,25,90,2.2,Hujan Ringan,3.4,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-01 11:00:00,28,77,0.1,Cerah,6.5,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-01 14:00:00,28,77,0.1,Cerah Berawan,2.6,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-01 17:00:00,28,80,0.0,Petir,5.7,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-01 20:00:00,27,87,0.0,Berawan,4.4,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-01 23:00:00,26,92,0.0,Cerah Berawan,5.7,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-02 02:00:00,25,93,0.0,Berawan,7.0,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-02 05:00:00,25,92,0.1,Cerah,1.3,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-02 08:00:00,28,81,0.1,Cerah,1.3,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-02 11:00:00,30,74,0.1,Cerah,13.1,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-02 14:00:00,29,77,0.1,Cerah,13.1,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-02 17:00:00,28,78,0.1,Berawan,2.6,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-02 20:00:00,27,89,0.0,Berawan,2.6,Aceh Utara - Lhoksukon,1
Aceh,Aceh Utara,Dewantara,Keude Krueng Geukueh,5.2461331599,97.0251099992,2026-04-02 23:00:00,25,94,0.0,Berawan,2.2,Aceh Utara - Lhoksukon,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-03-31 17:00:00,20,94,0.8,Cerah Berawan,1.8,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-03-31 20:00:00,19,97,0.1,Berawan,0.8,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-03-31 23:00:00,18,96,0.3,Cerah Berawan,2.1,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-01 02:00:00,18,93,0.0,Cerah Berawan,1.8,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-01 05:00:00,17,97,0.0,Berawan,1.0,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-01 08:00:00,20,91,0.2,Cerah Berawan,6.8,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-01 11:00:00,21,89,4.0,Hujan Ringan,5.0,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-01 14:00:00,22,86,0.9,Berawan,7.0,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-01 17:00:00,19,97,1.7,Hujan Ringan,1.7,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-01 20:00:00,19,96,0.1,Berawan,0.6,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-01 23:00:00,18,97,0.0,Berawan,1.1,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-02 02:00:00,18,97,0.0,Berawan,1.1,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-02 05:00:00,18,98,0.0,Cerah Berawan,1.0,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-02 08:00:00,20,91,0.2,Berawan,1.0,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-02 11:00:00,23,79,0.2,Cerah,8.6,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-02 14:00:00,22,87,1.4,Hujan Ringan,8.6,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-02 17:00:00,20,96,1.4,Hujan Ringan,2.0,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-02 20:00:00,18,99,0.0,Berawan,2.0,Agam - Palembayan,1
Sumatera Barat,Agam,Candung,Canduang Koto Laweh,-0.3151347431,100.4680019911,2026-04-02 23:00:00,18,99,0.0,Berawan,1.7,Agam - Palembayan,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-03-31 17:00:00,19,95,1.4,Hujan Ringan,2.2,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-03-31 20:00:00,18,98,0.2,Berawan,1.1,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-03-31 23:00:00,17,97,0.3,Cerah Berawan,2.9,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-01 02:00:00,17,95,0.0,Berawan,3.4,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-01 05:00:00,17,98,0.0,Cerah Berawan,4.7,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-01 08:00:00,20,89,0.1,Cerah Berawan,8.3,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-01 11:00:00,21,86,4.3,Hujan Ringan,8.3,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-01 14:00:00,22,83,0.8,Berawan,7.2,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-01 17:00:00,19,97,1.3,Hujan Petir,4.8,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-01 20:00:00,18,98,0.1,Berawan,3.7,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-01 23:00:00,18,98,0.0,Berawan,5.0,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-02 02:00:00,18,98,0.0,Berawan,4.8,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-02 05:00:00,17,99,0.0,Berawan,4.8,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-02 08:00:00,20,90,0.2,Berawan,4.8,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-02 11:00:00,23,76,0.2,Cerah,12.2,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-02 14:00:00,22,84,1.4,Hujan Ringan,12.2,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-02 17:00:00,20,95,1.4,Hujan Ringan,3.6,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-02 20:00:00,18,99,0.0,Berawan,3.6,Agam - Tanjung Mutiara,1
Sumatera Barat,Agam,Ampek Angkek,Batu Taba,-0.3170797825,100.416421662,2026-04-02 23:00:00,18,99,0.0,Berawan,3.5,Agam - Tanjung Mutiara,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-03-31 17:00:00,23,96,1.3,Hujan Ringan,2.9,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-03-31 20:00:00,23,94,0.0,Berawan,0.3,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-03-31 23:00:00,22,92,0.0,Cerah,0.5,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-01 02:00:00,21,91,0.0,Cerah,1.2,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-01 05:00:00,21,90,0.0,Cerah,3.3,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-01 08:00:00,26,75,0.0,Cerah,4.0,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-01 11:00:00,29,66,4.3,Hujan Ringan,17.1,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-01 14:00:00,25,90,7.9,Hujan Sedang,7.2,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-01 17:00:00,23,95,2.3,Hujan Ringan,0.6,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-01 20:00:00,23,95,0.0,Berawan,0.6,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-01 23:00:00,22,94,0.0,Berawan,0.4,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-02 02:00:00,22,93,0.0,Cerah,0.5,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-02 05:00:00,21,93,0.0,Cerah Berawan,3.8,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-02 08:00:00,27,76,1.1,Hujan Ringan,3.8,Cianjur - Cijati,1
Jawa Barat,Cianjur,Haurwangi,Haurwangi,-6.8323875454,107.3129871839,2026-04-02 11:00:00,30,64,1.1,Hujan Ringan,13.4,Cianjur - Cijati,1
