tanggal,kejadian,kabupaten,provinsi,korban_meninggal,korban_hilang,korban_terluka,rumah_rusak,rumah_terendam,fasum_rusak,tahun,bulan,musim,terjadi_banjir
2024-12-31,Banjir,Kota Pasuruan,Jawa Timur,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-31,Banjir,Lombok Tengah,Nusa Tenggara Barat,0,0,0,0,400,1,2024,12,Hujan,True
2024-12-31,Banjir,Pasuruan,Jawa Timur,0,0,0,0,1447,0,2024,12,Hujan,True
2024-12-30,Banjir,Hulu Sungai Utara,Kalimantan Selatan,0,0,0,0,5413,0,2024,12,Hujan,True
2024-12-30,Banjir,Padang Lawas Utara,Sumatera Utara,0,0,0,0,40,0,2024,12,Hujan,True
2024-12-30,Banjir,Indragiri Hilir,Riau,0,0,0,122,0,0,2024,12,Hujan,True
2024-12-30,Banjir,Kota Pekanbaru,Riau,0,0,0,0,144,0,2024,12,Hujan,True
2024-12-30,Banjir,Bolaang Mongondow,Sulawesi Utara,0,0,0,0,23,0,2024,12,Hujan,True
2024-12-30,Banjir,Kuantan Singingi,Riau,0,0,0,0,121,0,2024,12,Hujan,True
2024-12-30,Banjir,Pidie,Aceh,0,0,0,0,726,0,2024,12,Hujan,True
2024-12-30,Banjir,Aceh Tenggara,Aceh,0,0,0,0,43,0,2024,12,Hujan,True
2024-12-29,Banjir,Morowali,Sulawesi Tengah,0,0,0,1,5,0,2024,12,Hujan,True
2024-12-29,Banjir,Bima,Nusa Tenggara Barat,0,0,0,0,225,0,2024,12,Hujan,True
2024-12-29,Banjir,Sumbawa,Nusa Tenggara Barat,0,0,0,3,166,0,2024,12,Hujan,True
2024-12-29,Banjir,Rokan Hulu,Riau,0,0,0,0,570,0,2024,12,Hujan,True
2024-12-29,Banjir,Kota Pekanbaru,Riau,0,0,0,0,50,0,2024,12,Hujan,True
2024-12-29,Banjir,Tapanuli Utara,Sumatera Utara,0,0,0,15,140,0,2024,12,Hujan,True
2024-12-28,Banjir,Bima,Nusa Tenggara Barat,0,0,0,0,410,0,2024,12,Hujan,True
2024-12-28,Banjir,Malaka,Nusa Tenggara Timur,1,0,0,0,2633,0,2024,12,Hujan,True
2024-12-28,Banjir,Kota Padang Sidempuan,Sumatera Utara,0,0,0,0,405,0,2024,12,Hujan,True
2024-12-27,Banjir,Bima,Nusa Tenggara Barat,0,0,0,0,40,1,2024,12,Hujan,True
2024-12-27,Banjir,Kota Bima,Nusa Tenggara Barat,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-27,Banjir,Dompu,Nusa Tenggara Barat,0,0,0,1,0,0,2024,12,Hujan,True
2024-12-27,Banjir,Seram Bagian Timur,Maluku,0,0,0,0,50,0,2024,12,Hujan,True
2024-12-25,Banjir,Cilacap,Jawa Tengah,0,0,0,0,46,0,2024,12,Hujan,True
2024-12-25,Banjir,Pamekasan,Jawa Timur,0,0,0,0,117,0,2024,12,Hujan,True
2024-12-25,Banjir,Hulu Sungai Tengah,Kalimantan Selatan,0,0,0,0,2210,0,2024,12,Hujan,True
2024-12-25,Banjir,Balangan,Kalimantan Selatan,0,0,0,0,171,0,2024,12,Hujan,True
2024-12-25,Banjir,Simalungun,Sumatera Utara,2,0,0,0,0,0,2024,12,Hujan,True
2024-12-25,Banjir,Purbalingga,Jawa Tengah,0,0,0,0,22,0,2024,12,Hujan,True
2024-12-25,Banjir,Serang,Banten,0,0,0,0,40,0,2024,12,Hujan,True
2024-12-24,Banjir,Situbondo,Jawa Timur,0,0,0,0,86,3,2024,12,Hujan,True
2024-12-24,Banjir,Sidoarjo,Jawa Timur,0,0,0,0,92,0,2024,12,Hujan,True
2024-12-24,Banjir,Nganjuk,Jawa Timur,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-24,Banjir,Kota Bima,Nusa Tenggara Barat,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-23,Banjir,Polewali Mandar,Sulawesi Barat,0,0,0,0,488,0,2024,12,Hujan,True
2024-12-23,Banjir,Labuhanbatu Utara,Sumatera Utara,0,0,0,0,358,0,2024,12,Hujan,True
2024-12-23,Banjir,Pasaman Barat,Sumatera Barat,0,0,0,0,230,0,2024,12,Hujan,True
2024-12-23,Banjir,Jember,Jawa Timur,0,0,0,0,0,2,2024,12,Hujan,True
2024-12-23,Banjir,Bima,Nusa Tenggara Barat,0,0,0,0,2221,0,2024,12,Hujan,True
2024-12-23,Banjir,Kota Prabumulih,Sumatera Selatan,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-23,Banjir,Kampar,Riau,0,0,0,0,67,1,2024,12,Hujan,True
2024-12-23,Banjir,Mandailing Natal,Sumatera Utara,0,0,0,0,80,0,2024,12,Hujan,True
2024-12-23,Banjir,Rokan Hulu,Riau,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-22,Banjir,Gowa,Sulawesi Selatan,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-22,Banjir,Jember,Jawa Timur,0,0,1,0,1640,0,2024,12,Hujan,True
2024-12-22,Banjir,Bondowoso,Jawa Timur,0,0,0,0,15,1,2024,12,Hujan,True
2024-12-22,Banjir,Kota Surakarta,Jawa Tengah,0,0,0,0,97,0,2024,12,Hujan,True
2024-12-22,Banjir,Kepulauan Selayar,Sulawesi Selatan,0,0,0,0,168,0,2024,12,Hujan,True
2024-12-22,Banjir,Aceh Tenggara,Aceh,0,0,0,0,623,0,2024,12,Hujan,True
2024-12-21,Banjir,Aceh Selatan,Aceh,0,0,0,0,575,0,2024,12,Hujan,True
2024-12-21,Banjir,Bone,Sulawesi Selatan,0,0,0,1,22,2,2024,12,Hujan,True
2024-12-21,Banjir,Sukamara,Kalimantan Tengah,0,0,0,0,14,0,2024,12,Hujan,True
2024-12-21,Banjir,Pangkajene Dan Kepulauan,Sulawesi Selatan,0,0,0,0,1123,0,2024,12,Hujan,True
2024-12-21,Banjir,Sidenreng Rappang,Sulawesi Selatan,0,0,0,1,279,0,2024,12,Hujan,True
2024-12-21,Banjir,Soppeng,Sulawesi Selatan,1,0,0,13,0,1,2024,12,Hujan,True
2024-12-21,Banjir,Maros,Sulawesi Selatan,0,0,0,0,0,5,2024,12,Hujan,True
2024-12-21,Banjir,Wajo,Sulawesi Selatan,0,0,0,12,6230,2,2024,12,Hujan,True
2024-12-21,Banjir,Kota Parepare,Sulawesi Selatan,0,0,0,0,264,0,2024,12,Hujan,True
2024-12-20,Banjir,Kota Bima,Nusa Tenggara Barat,0,0,0,0,0,1,2024,12,Hujan,True
2024-12-20,Banjir,Kota Pasuruan,Jawa Timur,0,0,0,0,98,0,2024,12,Hujan,True
2024-12-20,Banjir,Bima,Nusa Tenggara Barat,0,0,0,2,697,0,2024,12,Hujan,True
2024-12-20,Banjir,Sambas,Kalimantan Barat,0,0,0,0,1455,0,2024,12,Hujan,True
2024-12-20,Banjir,Barru,Sulawesi Selatan,1,0,0,0,285,1,2024,12,Hujan,True
2024-12-20,Banjir,Dompu,Nusa Tenggara Barat,0,0,2,3,0,1,2024,12,Hujan,True
2024-12-20,Banjir,Sumbawa,Nusa Tenggara Barat,0,0,0,0,995,0,2024,12,Hujan,True
2024-12-20,Banjir,Pasuruan,Jawa Timur,0,0,0,0,250,0,2024,12,Hujan,True
2024-12-19,Banjir,Kota Makassar,Sulawesi Selatan,0,0,0,0,16449,0,2024,12,Hujan,True
2024-12-19,Banjir,Bima,Nusa Tenggara Barat,0,0,0,0,55,0,2024,12,Hujan,True
2024-12-19,Banjir,Dompu,Nusa Tenggara Barat,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-19,Banjir,Cirebon,Jawa Barat,0,0,0,0,50,0,2024,12,Hujan,True
2024-12-18,Banjir,Mamuju,Sulawesi Barat,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-18,Banjir,Lamongan,Jawa Timur,0,0,0,0,177,0,2024,12,Hujan,True
2024-12-18,Banjir,Tapanuli Selatan,Sumatera Utara,0,0,2,77,200,0,2024,12,Hujan,True
2024-12-18,Banjir,Pandeglang,Banten,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-17,Banjir,Serang,Banten,0,0,0,0,210,0,2024,12,Hujan,True
2024-12-17,Banjir,Temanggung,Jawa Tengah,0,0,0,0,20,0,2024,12,Hujan,True
2024-12-17,Banjir,Pasuruan,Jawa Timur,0,0,0,0,3254,0,2024,12,Hujan,True
2024-12-17,Banjir,Jayapura,P A P U A,1,0,0,0,317,1,2024,12,Hujan,True
2024-12-17,Banjir,Kota Jayapura,P A P U A,0,0,0,1,0,0,2024,12,Hujan,True
2024-12-17,Banjir,Bima,Nusa Tenggara Barat,0,0,0,0,595,0,2024,12,Hujan,True
2024-12-16,Banjir,Sumenep,Jawa Timur,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-16,Banjir,Bima,Nusa Tenggara Barat,0,0,0,0,265,0,2024,12,Hujan,True
2024-12-16,Banjir,Tuban,Jawa Timur,0,0,0,0,2291,0,2024,12,Hujan,True
2024-12-16,Banjir,Lombok Timur,Nusa Tenggara Barat,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-16,Banjir,Ciamis,Jawa Barat,0,0,0,0,33,0,2024,12,Hujan,True
2024-12-16,Banjir,Brebes,Jawa Tengah,0,0,0,0,206,0,2024,12,Hujan,True
2024-12-16,Banjir,Subang,Jawa Barat,0,0,0,0,357,0,2024,12,Hujan,True
2024-12-16,Banjir,Magetan,Jawa Timur,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-16,Banjir,Karawang,Jawa Barat,0,0,0,0,110,0,2024,12,Hujan,True
2024-12-15,Banjir,Bima,Nusa Tenggara Barat,0,0,0,0,376,1,2024,12,Hujan,True
2024-12-15,Banjir,Halmahera Barat,Maluku Utara,1,0,0,0,105,0,2024,12,Hujan,True
2024-12-15,Banjir,Tuban,Jawa Timur,0,0,0,0,100,0,2024,12,Hujan,True
2024-12-15,Banjir,Gowa,Sulawesi Selatan,0,0,0,0,229,0,2024,12,Hujan,True
2024-12-15,Banjir,Karawang,Jawa Barat,0,0,0,0,4731,0,2024,12,Hujan,True
2024-12-15,Banjir,Kota Tidore Kepulauan,Maluku Utara,0,0,0,0,99,0,2024,12,Hujan,True
2024-12-15,Banjir,Gresik,Jawa Timur,0,0,0,0,175,0,2024,12,Hujan,True
2024-12-15,Banjir,Ponorogo,Jawa Timur,2,0,0,0,250,0,2024,12,Hujan,True
2024-12-15,Banjir,Mesuji,Lampung,0,0,0,0,100,0,2024,12,Hujan,True
2024-12-15,Banjir,Pohuwato,Gorontalo,0,0,0,0,1431,0,2024,12,Hujan,True
2024-12-14,Banjir,Banyuwangi,Jawa Timur,0,0,0,0,0,3,2024,12,Hujan,True
2024-12-14,Banjir,Poso,Sulawesi Tengah,0,0,0,0,180,0,2024,12,Hujan,True
2024-12-14,Banjir,Sukamara,Kalimantan Tengah,0,0,0,0,386,1,2024,12,Hujan,True
2024-12-14,Banjir,Probolinggo,Jawa Timur,0,0,0,0,240,0,2024,12,Hujan,True
2024-12-14,Banjir,Bekasi,Jawa Barat,0,0,0,0,3919,0,2024,12,Hujan,True
2024-12-14,Banjir,Kota Pasuruan,Jawa Timur,0,0,0,0,548,0,2024,12,Hujan,True
2024-12-14,Banjir,Kota Serang,Banten,0,0,0,0,50,0,2024,12,Hujan,True
2024-12-14,Banjir,Serang,Banten,0,0,0,0,400,0,2024,12,Hujan,True
2024-12-13,Banjir,Tulang Bawang,Lampung,0,0,0,0,1613,0,2024,12,Hujan,True
2024-12-13,Banjir,Lampung Timur,Lampung,0,0,0,0,53,0,2024,12,Hujan,True
2024-12-13,Banjir,Indramayu,Jawa Barat,0,0,0,0,4156,0,2024,12,Hujan,True
2024-12-13,Banjir,Subang,Jawa Barat,0,0,0,0,2297,0,2024,12,Hujan,True
2024-12-13,Banjir,Teluk Wondama,Papua Barat,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-13,Banjir,Luwu,Sulawesi Selatan,0,0,0,0,20,0,2024,12,Hujan,True
2024-12-13,Banjir,Sidoarjo,Jawa Timur,0,0,0,0,713,0,2024,12,Hujan,True
2024-12-13,Banjir,Sambas,Kalimantan Barat,0,0,0,0,1615,0,2024,12,Hujan,True
2024-12-13,Banjir,Karawang,Jawa Barat,0,0,0,0,5430,0,2024,12,Hujan,True
2024-12-13,Banjir,Kota Pasuruan,Jawa Timur,0,0,0,0,105,0,2024,12,Hujan,True
2024-12-13,Banjir,Kota Cirebon,Jawa Barat,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-13,Banjir,Kepulauan Talaud,Sulawesi Utara,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-12,Banjir,Bima,Nusa Tenggara Barat,0,0,0,0,55,0,2024,12,Hujan,True
2024-12-12,Banjir,Pasuruan,Jawa Timur,0,0,0,0,1512,0,2024,12,Hujan,True
2024-12-12,Banjir,Banyuasin,Sumatera Selatan,0,0,0,0,15,0,2024,12,Hujan,True
2024-12-12,Banjir,Kota Palopo,Sulawesi Selatan,0,0,0,0,252,0,2024,12,Hujan,True
2024-12-12,Banjir,Natuna,Kepulauan Riau,0,0,0,0,7,0,2024,12,Hujan,True
2024-12-12,Banjir,Jember,Jawa Timur,0,0,0,0,122,0,2024,12,Hujan,True
2024-12-12,Banjir,Luwu,Sulawesi Selatan,0,0,0,0,10,0,2024,12,Hujan,True
2024-12-11,Banjir,Cirebon,Jawa Barat,0,0,0,0,500,0,2024,12,Hujan,True
2024-12-11,Banjir,Kota Semarang,Jawa Tengah,0,0,0,0,75,0,2024,12,Hujan,True
2024-12-11,Banjir,Bangli,Bali,1,0,0,0,0,0,2024,12,Hujan,True
2024-12-10,Banjir,Serang,Banten,0,0,0,0,143,0,2024,12,Hujan,True
2024-12-10,Banjir,Kota Makassar,Sulawesi Selatan,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-10,Banjir,Semarang,Jawa Tengah,0,0,2,0,72,1,2024,12,Hujan,True
2024-12-10,Banjir,Kota Bima,Nusa Tenggara Barat,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-10,Banjir,Bondowoso,Jawa Timur,0,0,0,0,20,0,2024,12,Hujan,True
2024-12-10,Banjir,Mempawah,Kalimantan Barat,0,0,0,0,590,0,2024,12,Hujan,True
2024-12-10,Banjir,Karawang,Jawa Barat,0,0,0,0,147,0,2024,12,Hujan,True
2024-12-10,Banjir,Kota Singkawang,Kalimantan Barat,0,0,0,0,177,0,2024,12,Hujan,True
2024-12-09,Banjir,Lombok Barat,Nusa Tenggara Barat,0,0,0,1,25,0,2024,12,Hujan,True
2024-12-09,Banjir,Lombok Tengah,Nusa Tenggara Barat,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-09,Banjir,Kota Serang,Banten,0,0,0,0,123,0,2024,12,Hujan,True
2024-12-09,Banjir,Serang,Banten,0,0,0,0,40,0,2024,12,Hujan,True
2024-12-08,Banjir,Pangandaran,Jawa Barat,0,0,0,0,263,0,2024,12,Hujan,True
2024-12-08,Banjir,Kota Tidore Kepulauan,Maluku Utara,0,0,0,0,21,0,2024,12,Hujan,True
2024-12-07,Banjir,Cilacap,Jawa Tengah,0,0,0,0,779,0,2024,12,Hujan,True
2024-12-07,Banjir,Asahan,Sumatera Utara,0,0,0,0,447,0,2024,12,Hujan,True
2024-12-06,Banjir,Sidoarjo,Jawa Timur,0,0,0,0,619,0,2024,12,Hujan,True
2024-12-06,Banjir,Langkat,Sumatera Utara,0,0,0,0,600,0,2024,12,Hujan,True
2024-12-06,Banjir,Lombok Tengah,Nusa Tenggara Barat,0,0,0,0,25,0,2024,12,Hujan,True
2024-12-06,Banjir,Halmahera Selatan,Maluku Utara,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-06,Banjir,Mojokerto,Jawa Timur,0,0,0,0,380,0,2024,12,Hujan,True
2024-12-06,Banjir,Jombang,Jawa Timur,0,0,0,0,400,0,2024,12,Hujan,True
2024-12-06,Banjir,Kota Malang,Jawa Timur,0,0,0,0,120,0,2024,12,Hujan,True
2024-12-06,Banjir,Kota Mojokerto,Jawa Timur,0,0,0,0,529,0,2024,12,Hujan,True
2024-12-06,Banjir,Pasuruan,Jawa Timur,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-05,Banjir,Luwu,Sulawesi Selatan,0,0,0,0,142,0,2024,12,Hujan,True
2024-12-05,Banjir,Cilacap,Jawa Tengah,0,0,0,0,907,0,2024,12,Hujan,True
2024-12-05,Banjir,Mojokerto,Jawa Timur,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-05,Banjir,Donggala,Sulawesi Tengah,0,0,0,0,80,0,2024,12,Hujan,True
2024-12-05,Banjir,Kota Pasuruan,Jawa Timur,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-05,Banjir,Pasuruan,Jawa Timur,0,0,0,0,4607,0,2024,12,Hujan,True
2024-12-05,Banjir,Madiun,Jawa Timur,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-05,Banjir,Kota Singkawang,Kalimantan Barat,0,0,0,0,160,0,2024,12,Hujan,True
2024-12-05,Banjir,Serang,Banten,0,0,0,0,70,0,2024,12,Hujan,True
2024-12-05,Banjir,Aceh Selatan,Aceh,0,0,0,0,35,0,2024,12,Hujan,True
2024-12-04,Banjir,Pandeglang,Banten,0,0,0,16,0,0,2024,12,Hujan,True
2024-12-04,Banjir,Poso,Sulawesi Tengah,0,0,0,0,180,0,2024,12,Hujan,True
2024-12-04,Banjir,Kota Binjai,Sumatera Utara,0,0,0,0,1082,0,2024,12,Hujan,True
2024-12-04,Banjir,Serdang Bedagai,Sumatera Utara,0,0,0,2,212,3,2024,12,Hujan,True
2024-12-04,Banjir,Sukabumi,Jawa Barat,1,0,10352,1019,1169,0,2024,12,Hujan,True
2024-12-04,Banjir,Cianjur,Jawa Barat,3,0,1,12,544,0,2024,12,Hujan,True
2024-12-03,Banjir,Kota Medan,Sumatera Utara,0,0,0,0,1017,0,2024,12,Hujan,True
2024-12-03,Banjir,Pinrang,Sulawesi Selatan,0,0,0,0,200,0,2024,12,Hujan,True
2024-12-03,Banjir,Lampung Timur,Lampung,0,0,0,0,201,0,2024,12,Hujan,True
2024-12-03,Banjir,Cianjur,Jawa Barat,1,0,0,32,671,0,2024,12,Hujan,True
2024-12-03,Banjir,Aceh Tenggara,Aceh,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-03,Banjir,Kota Bengkulu,Bengkulu,0,0,0,0,46,0,2024,12,Hujan,True
2024-12-02,Banjir,Pandeglang,Banten,1,0,0,4,3680,0,2024,12,Hujan,True
2024-12-02,Banjir,Lebak,Banten,3,0,1,88,1949,0,2024,12,Hujan,True
2024-12-02,Banjir,Langkat,Sumatera Utara,0,0,0,0,1087,0,2024,12,Hujan,True
2024-12-02,Banjir,Paser,Kalimantan Timur,0,0,0,0,217,0,2024,12,Hujan,True
2024-12-02,Banjir,Pesisir Selatan,Sumatera Barat,0,0,0,1,2027,0,2024,12,Hujan,True
2024-12-01,Banjir,Penajam Paser Utara,Kalimantan Timur,0,0,0,0,11,0,2024,12,Hujan,True
2024-12-01,Banjir,Jember,Jawa Timur,0,0,0,0,0,0,2024,12,Hujan,True
2024-12-01,Banjir,Sumedang,Jawa Barat,0,0,0,0,74,0,2024,12,Hujan,True
2024-12-01,Banjir,Banyumas,Jawa Tengah,0,0,0,0,19,0,2024,12,Hujan,True
2024-11-30,Banjir,Sambas,Kalimantan Barat,0,0,0,0,560,0,2024,11,Hujan,True
2024-11-30,Banjir,Bima,Nusa Tenggara Barat,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-30,Banjir,Blitar,Jawa Timur,0,0,0,14,69,5,2024,11,Hujan,True
2024-11-30,Banjir,Poso,Sulawesi Tengah,0,0,0,0,207,0,2024,11,Hujan,True
2024-11-30,Banjir,Ketapang,Kalimantan Barat,0,0,0,0,1696,0,2024,11,Hujan,True
2024-11-30,Banjir,Kotawaringin Barat,Kalimantan Tengah,0,0,0,0,25,0,2024,11,Hujan,True
2024-11-30,Banjir,Donggala,Sulawesi Tengah,0,0,0,0,100,0,2024,11,Hujan,True
2024-11-29,Banjir,Kota Tanjung Balai,Sumatera Utara,0,0,0,0,6813,0,2024,11,Hujan,True
2024-11-29,Banjir,Cilacap,Jawa Tengah,0,0,0,0,359,0,2024,11,Hujan,True
2024-11-28,Banjir,Serdang Bedagai,Sumatera Utara,0,0,0,0,1509,0,2024,11,Hujan,True
2024-11-28,Banjir,Penajam Paser Utara,Kalimantan Timur,0,0,0,0,17,0,2024,11,Hujan,True
2024-11-28,Banjir,Labuhanbatu Utara,Sumatera Utara,0,0,0,0,2212,0,2024,11,Hujan,True
2024-11-28,Banjir,Karawang,Jawa Barat,0,0,0,0,318,0,2024,11,Hujan,True
2024-11-28,Banjir,Kota Pekanbaru,Riau,0,0,0,0,10,0,2024,11,Hujan,True
2024-11-28,Banjir,Kotawaringin Timur,Kalimantan Tengah,0,0,2,0,580,0,2024,11,Hujan,True
2024-11-28,Banjir,Lamandau,Kalimantan Tengah,0,0,0,0,11,0,2024,11,Hujan,True
2024-11-28,Banjir,Malang,Jawa Timur,0,0,0,0,282,2,2024,11,Hujan,True
2024-11-28,Banjir,Indragiri Hilir,Riau,0,0,0,0,170,0,2024,11,Hujan,True
2024-11-28,Banjir,Jember,Jawa Timur,0,0,0,0,490,0,2024,11,Hujan,True
2024-11-28,Banjir,Kota Adm. Jakarta Timur,Dki Jakarta,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-28,Banjir,Kota Tangerang Selatan,Banten,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-27,Banjir,Kota Adm. Jakarta Selatan,Dki Jakarta,0,0,0,0,950,0,2024,11,Hujan,True
2024-11-27,Banjir,Tangerang,Banten,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-27,Banjir,Cilacap,Jawa Tengah,0,0,0,0,7789,0,2024,11,Hujan,True
2024-11-27,Banjir,Subang,Jawa Barat,0,0,0,0,40,0,2024,11,Hujan,True
2024-11-27,Banjir,Muara Enim,Sumatera Selatan,0,0,0,0,70,0,2024,11,Hujan,True
2024-11-27,Banjir,Bekasi,Jawa Barat,0,0,0,0,1215,0,2024,11,Hujan,True
2024-11-27,Banjir,Langkat,Sumatera Utara,0,0,0,0,285,0,2024,11,Hujan,True
2024-11-27,Banjir,Sekadau,Kalimantan Barat,0,0,0,0,6505,0,2024,11,Hujan,True
2024-11-27,Banjir,Asahan,Sumatera Utara,0,0,0,0,1124,0,2024,11,Hujan,True
2024-11-27,Banjir,Bogor,Jawa Barat,0,0,0,0,192,0,2024,11,Hujan,True
2024-11-27,Banjir,Kota Bandung,Jawa Barat,0,0,0,0,30,0,2024,11,Hujan,True
2024-11-27,Banjir,Kota Medan,Sumatera Utara,0,0,0,0,6201,0,2024,11,Hujan,True
2024-11-27,Banjir,Kota Lubuk Linggau,Sumatera Selatan,0,0,0,0,59,0,2024,11,Hujan,True
2024-11-26,Banjir,Kota Binjai,Sumatera Utara,0,0,0,0,4108,0,2024,11,Hujan,True
2024-11-26,Banjir,Deli Serdang,Sumatera Utara,0,0,0,3,1468,2,2024,11,Hujan,True
2024-11-26,Banjir,Pulang Pisau,Kalimantan Tengah,0,0,0,0,238,0,2024,11,Hujan,True
2024-11-26,Banjir,Sukabumi,Jawa Barat,0,0,0,0,52,0,2024,11,Hujan,True
2024-11-25,Banjir,Purworejo,Jawa Tengah,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-25,Banjir,Bengkayang,Kalimantan Barat,0,0,0,0,694,0,2024,11,Hujan,True
2024-11-25,Banjir,Trenggalek,Jawa Timur,0,0,0,0,15,0,2024,11,Hujan,True
2024-11-25,Banjir,Simalungun,Sumatera Utara,0,0,0,2,14,0,2024,11,Hujan,True
2024-11-24,Banjir,Landak,Kalimantan Barat,0,0,0,0,342,0,2024,11,Hujan,True
2024-11-24,Banjir,Mamuju Tengah,Sulawesi Barat,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-24,Banjir,Rokan Hulu,Riau,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-24,Banjir,Karawang,Jawa Barat,0,0,0,0,185,0,2024,11,Hujan,True
2024-11-24,Banjir,Kota Tangerang Selatan,Banten,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-24,Banjir,Kota Adm. Jakarta Selatan,Dki Jakarta,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-24,Banjir,Aceh Singkil,Aceh,0,0,0,4,0,3,2024,11,Hujan,True
2024-11-23,Banjir,Kota Tangerang,Banten,0,0,0,0,668,0,2024,11,Hujan,True
2024-11-23,Banjir,Deli Serdang,Sumatera Utara,6,0,9,4,0,1,2024,11,Hujan,True
2024-11-23,Banjir,Pasaman,Sumatera Barat,0,0,0,0,250,2,2024,11,Hujan,True
2024-11-23,Banjir,Kota Palangkaraya,Kalimantan Tengah,0,0,0,0,3905,0,2024,11,Hujan,True
2024-11-23,Banjir,Rokan Hulu,Riau,0,0,0,0,436,0,2024,11,Hujan,True
2024-11-23,Banjir,Sijunjung,Sumatera Barat,0,0,0,0,125,0,2024,11,Hujan,True
2024-11-23,Banjir,Tapanuli Selatan,Sumatera Utara,2,0,83,333,0,1,2024,11,Hujan,True
2024-11-23,Banjir,Pekalongan,Jawa Tengah,0,0,0,0,772,0,2024,11,Hujan,True
2024-11-23,Banjir,Kota Pekalongan,Jawa Tengah,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-23,Banjir,Grobogan,Jawa Tengah,0,0,0,0,181,0,2024,11,Hujan,True
2024-11-23,Banjir,Padang Lawas,Sumatera Utara,0,0,0,0,994,12,2024,11,Hujan,True
2024-11-22,Banjir,Kampar,Riau,0,0,0,0,141,0,2024,11,Hujan,True
2024-11-22,Banjir,Sambas,Kalimantan Barat,0,0,0,0,5,0,2024,11,Hujan,True
2024-11-22,Banjir,Kuantan Singingi,Riau,0,0,0,0,86,0,2024,11,Hujan,True
2024-11-22,Banjir,Labuhanbatu Utara,Sumatera Utara,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-22,Banjir,Deli Serdang,Sumatera Utara,0,0,0,0,40,0,2024,11,Hujan,True
2024-11-22,Banjir,Kota Sukabumi,Jawa Barat,0,0,0,0,30,0,2024,11,Hujan,True
2024-11-22,Banjir,Lima Puluh Kota,Sumatera Barat,2,2,0,8,50,5,2024,11,Hujan,True
2024-11-22,Banjir,Pidie,Aceh,0,0,0,1,3087,0,2024,11,Hujan,True
2024-11-21,Banjir,Sukabumi,Jawa Barat,0,0,0,0,12,0,2024,11,Hujan,True
2024-11-21,Banjir,Pesisir Selatan,Sumatera Barat,0,0,0,0,900,0,2024,11,Hujan,True
2024-11-21,Banjir,Mempawah,Kalimantan Barat,0,0,0,0,2058,0,2024,11,Hujan,True
2024-11-21,Banjir,Bandung,Jawa Barat,0,4,4,3,1169,0,2024,11,Hujan,True
2024-11-20,Banjir,Karawang,Jawa Barat,0,0,0,0,324,0,2024,11,Hujan,True
2024-11-20,Banjir,Bekasi,Jawa Barat,0,0,0,0,177,0,2024,11,Hujan,True
2024-11-20,Banjir,Melawi,Kalimantan Barat,0,0,0,0,232,0,2024,11,Hujan,True
2024-11-20,Banjir,Wonogiri,Jawa Tengah,0,0,0,0,24,0,2024,11,Hujan,True
2024-11-20,Banjir,Bogor,Jawa Barat,0,0,0,0,18,0,2024,11,Hujan,True
2024-11-20,Banjir,Dharmasraya,Sumatera Barat,0,0,0,1,280,0,2024,11,Hujan,True
2024-11-20,Banjir,Kota Depok,Jawa Barat,0,0,0,0,0,0,2024,11,Hujan,True
2024-11-20,Banjir,Sumbawa,Nusa Tenggara Barat,0,0,0,0,68,0,2024,11,Hujan,True
